,location,continent,date,latitude,longitude,temperature_2m,surface_pressure,dewpoint_temperature_2m,v_wind_10m,u_wind_10m,evaporation,runoff,total_percipitation,snowfall,snow_depth,soil_temperature_level_1,soil_type
1559,"Moscow, Russia",Europe,2025-04-01,55.75,37.5,285.43634,99405.836,273.06848,-0.19689846,1.8632011,-0.00022302149,9.179115e-06,7.3194504e-05,4.2825937e-05,0.0032949448,283.64563,2
1560,"Amundsen-Scott, Antarctica",Antarctica,2025-05-01,-90.0,0.0,221.15997,68179.67,217.43877,-0.2745552,3.0307302,3.6740676e-07,0.0,1.3113022e-05,1.31726265e-05,10.0,228.14125,1
1561,"McMurdo Station, Antarctica",Antarctica,2025-05-01,-77.75,166.75,251.61896,97025.67,246.9329,-0.9386177,-1.5141916,-9.34815e-06,0.0,2.1100044e-05,2.1100044e-05,4.0214233,251.51234,0
1562,"Melbourne, Australia",Oceania,2025-05-01,-37.75,145.0,284.2342,101353.67,280.15167,-0.9498482,0.3105154,-2.0792242e-05,1.1920929e-07,1.1086464e-05,0.0,0.0,284.82874,4
1563,"Buenos Aires, Argentina",South America,2025-05-01,-34.5,301.5,287.35333,101770.67,284.75128,-0.407856,-0.59964085,-8.4226485e-05,2.861023e-06,0.00013124943,0.0,0.0,288.9889,0
1564,"Cape Town, South Africa",Africa,2025-05-01,-34.0,18.5,290.75177,101573.67,285.21613,-0.5528755,1.5214529,-7.93091e-05,2.3841858e-07,6.41346e-05,0.0,0.0,289.9557,1
1565,"Sydney, Australia",Oceania,2025-05-01,-33.75,151.25,290.53107,101851.67,286.25128,0.69517136,-0.098176,-0.0001498363,6.4373016e-06,0.00031614304,0.0,0.0,291.85608,0
1566,"Perth, Australia",Oceania,2025-05-01,-32.0,115.75,290.9256,101835.67,285.6009,1.38023,-1.016633,-8.5627194e-05,1.0728836e-06,8.4757805e-05,0.0,0.0,292.25647,1
1567,"Sao Paulo, Brazil",South America,2025-05-01,-23.5,313.25,291.2088,93148.67,287.6419,-1.0899849,-1.0527658,-0.00011495268,1.6093254e-05,8.34465e-06,0.0,0.0,290.58264,4
1568,"Rio de Janeiro, Brazil",South America,2025-05-01,-23.0,316.75,296.31622,101797.67,291.77863,-1.2852974,-0.28176975,-0.00013515865,5.9604645e-07,4.887581e-05,0.0,0.0,296.45374,3
1569,"Lima, Peru",South America,2025-05-01,-12.0,283.0,290.59747,96679.67,287.99347,1.8148003,-0.06985569,-1.6247388e-05,1.0728836e-06,2.670288e-05,0.0,0.0,291.94592,4
1570,"Nairobi, Kenya",Africa,2025-05-01,-1.25,36.75,297.00568,83010.67,287.76886,1.2220268,-2.1074533,-0.0002998463,2.3126602e-05,0.00023412704,0.0,0.0,297.7174,2
1571,"Singapore, Singapore",Asia,2025-05-01,1.25,103.75,302.0545,100692.67,297.90753,0.53647995,-0.46634007,-0.000115921255,0.0,9.3102455e-05,0.0,0.0,303.4674,0
1572,"Bogota, Colombia",South America,2025-05-01,4.75,286.0,284.52716,73518.67,283.49933,0.595562,-1.5976877,-2.8645154e-05,4.684925e-05,0.000121593475,0.0,0.0,284.69983,2
1573,"Lagos, Nigeria",Africa,2025-05-01,6.5,3.5,302.63068,101083.67,298.51495,2.4661674,0.960906,-0.00034522032,4.172325e-06,0.0002580881,0.0,0.0,302.86194,1
1574,"Bangkok, Thailand",Asia,2025-05-01,13.75,100.5,303.22833,100666.67,298.92902,1.6531792,-0.21975803,-5.274033e-05,2.1338463e-05,0.00021660328,0.0,0.0,304.82874,4
1575,"Mumbai, India",Asia,2025-05-01,19.0,73.0,303.5467,100070.67,298.013,0.21079636,3.582488,-0.00017527258,2.026558e-06,0.00014913082,0.0,0.0,304.91663,2
1576,"Mexico City, Mexico",North America,2025-05-01,19.5,260.75,285.06622,75363.67,281.9798,0.49204636,0.7929373,-1.9869767e-06,2.3841858e-06,2.8252602e-05,0.0,0.0,287.47327,3
1577,"Dubai, UAE",Asia,2025-05-01,25.25,55.25,308.1795,99906.67,292.99542,-3.081684,5.4462576,-6.861007e-05,0.0,0.0,0.0,0.0,315.44788,7
1578,"Miami, FL",North America,2025-05-01,25.75,279.75,299.31622,101619.67,295.5794,1.9544487,-0.7148752,-0.00011422252,1.9073486e-06,0.00010561943,0.0,0.0,300.19202,1
1579,"Cairo, Egypt",Africa,2025-05-01,30.0,31.25,305.3553,100029.67,282.67902,-2.5299263,1.5668631,-0.00012571132,0.0,2.1457672e-06,0.0,0.0,308.55334,2
1580,"Los Angeles, CA",North America,2025-05-01,34.0,241.75,288.19708,99770.67,284.99152,0.87730026,-0.26272678,-4.9225055e-06,9.536743e-07,1.2397766e-05,0.0,0.0,290.0592,2
1581,"Tokyo, Japan",Asia,2025-05-01,35.75,139.75,291.50763,101283.67,287.8333,0.6023979,-0.33841038,-3.323471e-05,1.2755394e-05,0.00022220612,0.0,0.0,292.36,3
1582,"Seoul, South Korea",Asia,2025-05-01,37.5,127.0,289.7342,100038.67,285.1966,0.72153854,1.0585623,-1.0972377e-05,5.2452087e-06,4.506111e-05,0.0,0.0,290.69983,4
1583,"Beijing, China",Asia,2025-05-01,40.0,116.5,295.35333,100538.67,283.02472,0.9915581,-0.0019845963,-1.4503952e-05,7.1525574e-07,7.1525574e-05,0.0,0.0,295.9557,2
1584,"New York City, NY",North America,2025-05-01,40.75,286.0,288.48615,101268.67,284.7591,-0.45863724,0.10641384,-0.00010838127,2.1576881e-05,0.00013899803,0.0,0.0,288.11584,3
1585,"Chicago, IL",North America,2025-05-01,42.0,272.25,283.38458,99211.67,280.60284,-1.2472115,-0.7055979,-3.2102223e-05,3.33786e-06,0.00022864342,0.0,0.0,283.22327,2
1586,"Paris, France",Europe,2025-05-01,48.75,2.25,292.64435,100490.67,282.62823,-0.7433052,0.15719509,-0.0003294549,1.66893e-05,3.027916e-05,0.0,0.0,291.7096,3
1587,"Vancouver, Canada",North America,2025-05-01,49.25,237.0,281.90802,99061.67,279.26105,-0.11098099,-0.5278635,-1.4801975e-05,7.212162e-05,0.00014686584,0.0,0.0,282.7467,2
1588,"London, United Kingdom",Europe,2025-05-01,51.5,0.0,290.67365,101139.67,281.43292,-0.80678177,-0.0102853775,-0.00026692962,1.347065e-05,8.416176e-05,0.0,0.0,290.26038,3
1589,"Moscow, Russia",Europe,2025-05-01,55.75,37.5,290.29474,99186.67,277.21222,1.9227104,0.976531,-0.0002806834,8.34465e-06,0.000101447105,0.0,0.00023555756,288.77014,2
1590,"Amundsen-Scott, Antarctica",Antarctica,2025-06-01,-90.0,0.0,221.36552,68516.95,217.5608,0.18827915,4.012617,3.585592e-07,0.0,1.2993813e-05,1.3023615e-05,10.0,226.17354,1
1591,"McMurdo Station, Antarctica",Antarctica,2025-06-01,-77.75,166.75,255.0042,97013.95,249.68971,-0.51728725,-1.4239063,-1.2501143e-05,0.0,5.209446e-05,5.207956e-05,4.0214233,253.28291,0
1592,"Melbourne, Australia",Oceania,2025-06-01,-37.75,145.0,281.5921,100947.95,278.80298,-2.3532248,0.2811718,-1.9027852e-05,8.34465e-07,8.59499e-05,0.0,0.0,282.05634,4
1593,"Buenos Aires, Argentina",South America,2025-06-01,-34.5,301.5,280.9632,101909.95,278.55884,-0.56172085,1.435957,-7.122662e-05,2.3841858e-07,2.7894974e-05,0.0,0.0,283.57,0
1594,"Cape Town, South Africa",Africa,2025-06-01,-34.0,18.5,289.20343,101705.95,283.95337,-1.8058615,2.019453,-0.000107615255,7.1525574e-07,0.00026750565,0.0,0.0,288.55243,1
1595,"Sydney, Australia",Oceania,2025-06-01,-33.75,151.25,286.4671,101509.95,281.47485,0.14970493,2.6434765,-0.00016614702,1.1920929e-07,3.0517578e-05,0.0,0.0,288.6989,0
1596,"Perth, Australia",Oceania,2025-06-01,-32.0,115.75,288.42413,101779.95,284.95923,0.64433384,0.24650383,-7.794704e-05,2.6226044e-06,0.00042402744,0.0,0.0,289.4704,1
1597,"Sao Paulo, Brazil",South America,2025-06-01,-23.5,313.25,289.2835,93101.95,286.05493,-1.238967,-0.44685555,-8.039083e-05,8.940697e-06,7.939339e-05,0.0,0.0,288.10712,4
1598,"Rio de Janeiro, Brazil",South America,2025-06-01,-23.0,316.75,294.7796,101753.95,290.56665,-0.94160366,0.5707226,-9.934511e-05,4.7683716e-07,3.707409e-05,0.0,0.0,294.60712,3
1599,"Lima, Peru",South America,2025-06-01,-12.0,283.0,289.98663,96760.95,286.44165,2.2727518,-0.08894539,-2.0234846e-05,7.1525574e-07,3.4332275e-05,0.0,0.0,291.0993,4
1600,"Nairobi, Kenya",Africa,2025-06-01,-1.25,36.75,295.94757,83135.95,286.15845,1.2185526,-2.0528126,-0.00024150219,1.7881393e-05,0.00021779537,0.0,0.0,296.73798,2
1601,"Singapore, Singapore",Asia,2025-06-01,1.25,103.75,301.9964,100817.95,297.45142,2.6785135,-0.71541023,-0.00016951468,0.0,0.00016760826,0.0,0.0,303.5993,0
1602,"Bogota, Colombia",South America,2025-06-01,4.75,286.0,284.1292,73524.95,283.11743,0.59208775,-1.6797657,-2.8281473e-05,2.682209e-05,6.2704086e-05,0.0,0.0,284.2536,2
1603,"Lagos, Nigeria",Africa,2025-06-01,6.5,3.5,300.97882,101237.95,297.74634,2.2097635,1.319746,-0.0003226688,2.8967857e-05,0.00084352493,0.0,0.0,301.7575,1
1604,"Bangkok, Thailand",Asia,2025-06-01,13.75,100.5,303.2132,100619.95,298.4104,1.6223612,1.2372265,-5.851593e-05,1.66893e-06,0.00019741058,0.0,0.0,304.2829,4
1605,"Mumbai, India",Asia,2025-06-01,19.0,73.0,302.06085,100002.95,298.87134,2.4387674,3.8895702,-0.00017833617,9.179115e-05,0.00072801113,0.0,0.0,302.67743,2
1606,"Mexico City, Mexico",North America,2025-06-01,19.5,260.75,286.03156,75374.95,284.8772,-0.115431786,0.44132805,-3.99258e-06,1.5497208e-05,8.8095665e-05,0.0,0.0,287.33954,3
1607,"Dubai, UAE",Asia,2025-06-01,25.25,55.25,309.48077,99467.95,296.44165,-3.1925802,4.2303905,-7.292535e-05,0.0,0.0,0.0,0.0,317.60712,7
1608,"Miami, FL",North America,2025-06-01,25.75,279.75,300.42023,101850.95,296.76196,1.6453104,-1.6216602,-0.00013196375,1.4305115e-06,0.00018310547,0.0,0.0,301.3864,1
1609,"Cairo, Egypt",Africa,2025-06-01,30.0,31.25,307.35187,99793.95,286.9983,-3.317092,1.1674023,-0.00013060775,0.0,0.0,0.0,0.0,311.28876,2
1610,"Los Angeles, CA",North America,2025-06-01,34.0,241.75,289.91437,99680.95,287.14087,1.1814432,-0.36140633,-5.6466088e-06,9.536743e-07,9.298325e-06,0.0,0.0,291.97626,2
1611,"Tokyo, Japan",Asia,2025-06-01,35.75,139.75,296.8792,101033.95,293.85376,2.5808573,-0.7207813,-2.5837682e-05,7.390976e-06,0.00012886524,0.0,0.0,297.5954,3
1612,"Seoul, South Korea",Asia,2025-06-01,37.5,127.0,295.54327,99690.95,291.66235,0.70390415,1.4901562,-1.732912e-05,1.2397766e-05,0.00027763844,0.0,0.0,296.99384,4
1613,"Beijing, China",Asia,2025-06-01,40.0,116.5,302.2464,100043.95,285.49048,0.9661112,-0.5420704,-1.4944933e-05,7.1525574e-07,9.393692e-05,0.0,0.0,303.35712,2
1614,"New York City, NY",North America,2025-06-01,40.75,286.0,294.04327,101440.95,289.98462,-0.45283413,-0.19832039,-0.00013232138,1.4305115e-05,8.356571e-05,0.0,0.0,293.1364,3
1615,"Chicago, IL",North America,2025-06-01,42.0,272.25,291.66046,99189.95,288.8518,1.1086893,0.604414,-3.836956e-05,2.861023e-06,0.00022745132,0.0,0.0,291.0954,2
1616,"Paris, France",Europe,2025-06-01,48.75,2.25,298.24445,100630.95,286.72876,0.5183573,1.6830273,-0.00032932963,1.013279e-05,3.2424927e-05,0.0,0.0,297.0915,3
1617,"Vancouver, Canada",North America,2025-06-01,49.25,237.0,284.77765,99097.95,282.48267,0.08671665,-0.7793751,-1.0161661e-05,4.2557716e-05,9.012222e-05,0.0,0.0,284.8454,2
1618,"London, United Kingdom",Europe,2025-06-01,51.5,0.0,294.86554,100998.95,285.30298,2.3484354,2.793867,-0.00026632752,8.940697e-06,4.720688e-05,0.0,0.0,294.33368,3
1619,"Moscow, Russia",Europe,2025-06-01,55.75,37.5,292.72296,98859.95,283.86743,-0.5338888,2.1415234,-0.0002558818,6.3180923e-06,0.00013816357,0.0,0.0,292.79852,2
1620,"Amundsen-Scott, Antarctica",Antarctica,2025-07-01,-90.0,0.0,220.21265,67594.49,216.29375,1.817174,4.5486403,4.528556e-07,0.0,9.298325e-06,9.343028e-06,10.0,225.18073,1
1621,"McMurdo Station, Antarctica",Antarctica,2025-07-01,-77.75,166.75,246.52515,96872.49,241.85039,-1.7438612,-1.0626879,-3.9131846e-06,0.0,7.6293945e-06,7.674098e-06,4.0214233,246.24908,0
1622,"Melbourne, Australia",Oceania,2025-07-01,-37.75,145.0,282.1189,100457.49,279.10236,-2.4352674,0.60869884,-1.9946834e-05,5.9604645e-07,4.9352646e-05,0.0,0.0,282.27643,4
1623,"Buenos Aires, Argentina",South America,2025-07-01,-34.5,301.5,282.32202,102294.49,280.31915,-1.0827284,-1.1120043,-4.9108407e-05,3.5762787e-07,4.8160553e-05,0.0,0.0,283.7979,0
1624,"Cape Town, South Africa",Africa,2025-07-01,-34.0,18.5,288.44507,101884.49,282.57306,-0.33614635,1.4490309,-0.0001439394,3.5762787e-07,4.696846e-05,0.0,0.0,288.3194,1
1625,"Sydney, Australia",Oceania,2025-07-01,-33.75,151.25,286.6267,101020.49,281.11798,-0.6130018,3.0779371,-0.00016989722,4.7683716e-07,0.00014638901,0.0,0.0,288.36823,0
1626,"Perth, Australia",Oceania,2025-07-01,-32.0,115.75,286.3025,101648.49,282.76837,1.357213,0.5994215,-9.479537e-05,2.2649765e-06,0.00020718575,0.0,0.0,287.49713,1
1627,"Sao Paulo, Brazil",South America,2025-07-01,-23.5,313.25,287.09937,93341.49,283.95,0.2873888,-1.6632738,-6.889715e-05,6.198883e-06,6.914139e-06,0.0,0.0,286.75494,4
1628,"Rio de Janeiro, Brazil",South America,2025-07-01,-23.0,316.75,292.99976,102095.49,289.40314,-0.4728651,0.9280348,-9.308173e-05,4.7683716e-07,4.0769577e-05,0.0,0.0,293.62213,3
1629,"Lima, Peru",South America,2025-07-01,-12.0,283.0,289.32007,96752.49,284.42462,2.1980333,-0.14716053,-1.7994782e-05,4.7683716e-07,2.026558e-05,0.0,0.0,289.80573,4
1630,"Nairobi, Kenya",Africa,2025-07-01,-1.25,36.75,295.25757,83165.49,284.84454,1.5237169,-1.4220629,-0.00018225028,1.5497208e-06,3.6478043e-05,0.0,0.0,295.8155,2
1631,"Singapore, Singapore",Asia,2025-07-01,1.25,103.75,301.87476,100747.49,297.64532,3.1565294,-0.9215746,-0.00016562059,0.0,2.7656555e-05,0.0,0.0,303.1983,0
1632,"Bogota, Colombia",South America,2025-07-01,4.75,286.0,283.72827,73542.49,282.55548,0.7737169,-1.771184,-2.169027e-05,2.2649765e-05,5.698204e-05,0.0,0.0,284.0323,2
1633,"Lagos, Nigeria",Africa,2025-07-01,6.5,3.5,299.5642,101400.49,296.534,2.8332872,3.9929762,-0.0002902241,0.000103235245,0.00042247772,0.0,0.0,300.0362,1
1634,"Bangkok, Thailand",Asia,2025-07-01,13.75,100.5,302.8474,100538.49,298.62775,1.6223497,1.3855543,-5.749776e-05,2.6226044e-06,0.00027012825,0.0,0.0,303.6944,4
1635,"Mumbai, India",Asia,2025-07-01,19.0,73.0,300.73608,100028.49,298.32697,2.851842,4.537898,-0.0001581104,0.00014305115,0.00063347816,0.0,0.0,301.17487,2
1636,"Mexico City, Mexico",North America,2025-07-01,19.5,260.75,284.5271,75556.49,283.42072,0.104771614,0.46807384,2.7404167e-07,5.841255e-06,1.9550323e-05,0.0,0.0,286.2354,3
1637,"Dubai, UAE",Asia,2025-07-01,25.25,55.25,311.1931,99148.49,298.17072,-3.7804823,1.501277,-6.6170236e-05,0.0,0.0,0.0,0.0,318.99908,7
1638,"Miami, FL",North America,2025-07-01,25.75,279.75,300.6931,101815.49,297.58673,1.2346544,-0.9010668,-0.00011100783,1.0728836e-06,9.8228455e-05,0.0,0.0,301.77057,1
1639,"Cairo, Egypt",Africa,2025-07-01,30.0,31.25,309.6306,99520.49,288.4383,-2.3097792,2.1257887,-0.00014821603,0.0,0.0,0.0,0.0,314.003,2
1640,"Los Angeles, CA",North America,2025-07-01,34.0,241.75,290.5603,99882.49,287.59845,1.1238146,-0.32343006,-5.0009694e-06,8.34465e-07,6.198883e-06,0.0,0.0,292.7862,2
1641,"Tokyo, Japan",Asia,2025-07-01,35.75,139.75,300.74976,101124.49,296.3172,3.1667833,-0.6246996,-3.8781902e-05,5.9604645e-06,1.859665e-05,0.0,0.0,303.64166,3
1642,"Seoul, South Korea",Asia,2025-07-01,37.5,127.0,300.20093,99655.49,296.77814,-0.09737682,0.65508556,-1.9559404e-05,0.00013947487,0.00038337708,0.0,0.0,300.68854,4
1643,"Beijing, China",Asia,2025-07-01,40.0,116.5,302.44507,100100.49,296.32306,0.2170763,-0.924016,-1.6906997e-05,1.0728836e-06,0.0001077652,0.0,0.0,302.92096,2
1644,"New York City, NY",North America,2025-07-01,40.75,286.0,297.47632,101456.49,293.96368,-0.15645885,0.3782301,-0.00014210655,1.13248825e-05,3.695488e-05,0.0,0.0,296.97955,3
1645,"Chicago, IL",North America,2025-07-01,42.0,272.25,295.23413,99352.49,292.76447,0.55936146,0.40459728,-4.4086715e-05,1.3113022e-06,5.9366226e-05,0.0,0.0,295.42877,2
1646,"Paris, France",Europe,2025-07-01,48.75,2.25,297.21265,100386.49,286.64532,0.038853645,1.6604567,-0.00030163839,6.67572e-06,0.00019645691,0.0,0.0,297.11823,3
1647,"Vancouver, Canada",North America,2025-07-01,49.25,237.0,287.16577,99018.49,284.77228,0.1702013,-1.0304613,-1.8054387e-05,2.515316e-05,3.1471252e-05,0.0,0.0,287.1944,2
1648,"London, United Kingdom",Europe,2025-07-01,51.5,0.0,295.39038,100871.49,286.53595,-0.19796276,1.9905348,-0.00025240495,5.9604645e-06,8.2969666e-05,0.0,0.0,295.74713,3
1649,"Moscow, Russia",Europe,2025-07-01,55.75,37.5,298.781,99179.49,288.0594,-0.035853386,-1.0202074,-0.00038216426,5.9604645e-06,0.00019431114,0.0,0.0,297.30768,2
1650,"Amundsen-Scott, Antarctica",Antarctica,2025-08-01,-90.0,0.0,223.1687,68204.84,219.44556,1.6636086,4.1706724,6.50296e-07,0.0,1.692772e-05,1.6957521e-05,10.0,225.29738,1
1651,"McMurdo Station, Antarctica",Antarctica,2025-08-01,-77.75,166.75,252.80933,96388.84,247.42017,0.0425148,-2.2248354,-1.5428057e-05,0.0,2.1457672e-05,2.1547079e-05,4.0214233,251.93996,0
1652,"Melbourne, Australia",Oceania,2025-08-01,-37.75,145.0,281.99097,101143.84,279.01196,-1.719204,0.48317242,-1.2179604e-05,1.1920929e-06,9.703636e-05,0.0,0.0,282.11768,4
1653,"Buenos Aires, Argentina",South America,2025-08-01,-34.5,301.5,284.2234,102003.84,281.05884,-0.24264145,-0.4645815,-7.4302545e-05,7.867813e-06,0.0002567768,0.0,0.0,285.4048,0
1654,"Cape Town, South Africa",Africa,2025-08-01,-34.0,18.5,288.59058,101667.84,283.48462,-0.69283676,2.2732115,-0.0001365149,3.5762787e-07,7.855892e-05,0.0,0.0,288.31885,1
1655,"Sydney, Australia",Oceania,2025-08-01,-33.75,151.25,287.44995,101651.84,283.20923,1.2036476,1.0725279,-0.00013801991,3.695488e-06,0.00036656857,0.0,0.0,289.5337,0
1656,"Perth, Australia",Oceania,2025-08-01,-32.0,115.75,287.11792,101620.84,283.39868,0.3730812,0.72438335,-7.357239e-05,5.364418e-06,0.00017738342,0.0,0.0,287.85596,1
1657,"Sao Paulo, Brazil",South America,2025-08-01,-23.5,313.25,289.51636,93181.84,284.7854,-0.26021957,-1.6794252,-7.8534475e-05,4.7683716e-06,1.1086464e-05,0.0,0.0,288.7544,4
1658,"Rio de Janeiro, Brazil",South America,2025-08-01,-23.0,316.75,294.4851,101906.84,289.78735,-0.57613754,0.33864117,-8.448004e-05,3.5762787e-07,2.3126602e-05,0.0,0.0,294.99658,3
1659,"Lima, Peru",South America,2025-08-01,-12.0,283.0,288.75464,96814.84,284.33032,2.4326515,-0.072491646,-2.0524254e-05,4.7683716e-07,2.8133392e-05,0.0,0.0,289.96533,4
1660,"Nairobi, Kenya",Africa,2025-08-01,-1.25,36.75,295.15503,83067.84,284.719,1.4414406,-1.397687,-0.00019613444,9.179115e-06,0.00022804737,0.0,0.0,295.4458,2
1661,"Singapore, Singapore",Asia,2025-08-01,1.25,103.75,301.5359,100848.84,296.8557,2.8486671,-0.6955385,-0.00016174256,0.0,5.1259995e-05,0.0,0.0,302.92822,0
1662,"Bogota, Colombia",South America,2025-08-01,4.75,286.0,283.25464,73538.84,282.1819,0.5898781,-1.5988588,-2.2312393e-05,2.3722649e-05,7.081032e-05,0.0,0.0,283.58447,2
1663,"Lagos, Nigeria",Africa,2025-08-01,6.5,3.5,299.05737,101341.84,296.2776,3.074253,3.6140318,-0.00027944683,6.2823296e-05,0.00029313564,0.0,0.0,299.4536,1
1664,"Bangkok, Thailand",Asia,2025-08-01,13.75,100.5,303.18042,100672.84,298.0979,1.8105812,1.4118834,-5.950569e-05,2.861023e-06,0.00032103062,0.0,0.0,304.9204,4
1665,"Mumbai, India",Asia,2025-08-01,19.0,73.0,300.70386,100240.84,297.94946,1.7866554,3.751727,-0.00013942062,0.0002439022,0.0005700588,0.0,0.0,301.01807,2
1666,"Mexico City, Mexico",North America,2025-08-01,19.5,260.75,284.7351,75548.84,283.93384,-0.23043442,0.47535992,-1.6295817e-06,2.1219254e-05,7.259846e-05,0.0,0.0,286.4673,3
1667,"Dubai, UAE",Asia,2025-08-01,25.25,55.25,311.57495,99480.84,297.95142,-3.897915,0.9499693,-6.716489e-05,0.0,3.0994415e-06,0.0,0.0,319.18213,7
1668,"Miami, FL",North America,2025-08-01,25.75,279.75,300.8191,101589.84,297.8108,0.5737648,0.05543804,-0.00010298728,9.536743e-07,0.00011944771,0.0,0.0,302.33643,1
1669,"Cairo, Egypt",Africa,2025-08-01,30.0,31.25,308.81128,99665.84,290.22876,-3.2152977,0.8488951,-0.00014460622,0.0,0.0,0.0,0.0,313.30908,2
1670,"Los Angeles, CA",North America,2025-08-01,34.0,241.75,292.10815,99795.84,288.34985,0.6616554,-0.48069477,-4.7588255e-06,5.9604645e-07,9.536743e-07,0.0,0.0,293.95752,2
1671,"Tokyo, Japan",Asia,2025-08-01,35.75,139.75,302.37573,101030.84,296.79517,2.4048195,-0.39768696,-3.8360944e-05,5.364418e-06,5.6624413e-05,0.0,0.0,305.6001,3
1672,"Seoul, South Korea",Asia,2025-08-01,37.5,127.0,299.55347,99865.84,297.3733,0.6675148,1.0940123,-1.5398255e-05,3.504753e-05,0.00020968914,0.0,0.0,300.46533,4
1673,"Beijing, China",Asia,2025-08-01,40.0,116.5,299.77612,100358.84,296.385,0.5010109,-0.42112446,-1.4295569e-05,6.54459e-05,0.00025188923,0.0,0.0,300.59814,2
1674,"New York City, NY",North America,2025-08-01,40.75,286.0,292.95776,101781.84,289.59595,-1.0141258,-0.1388979,-0.000117426505,8.583069e-06,4.6491623e-06,0.0,0.0,292.6255,3
1675,"Chicago, IL",North America,2025-08-01,42.0,272.25,292.76245,99660.84,290.45923,0.11136246,0.5017271,-4.6735397e-05,1.3113022e-06,7.8201294e-05,0.0,0.0,293.23877,2
1676,"Paris, France",Europe,2025-08-01,48.75,2.25,297.82495,100445.84,286.4026,-0.27828598,0.6653013,-0.00028335094,3.9339066e-06,4.1246414e-05,0.0,0.0,297.30908,3
1677,"Vancouver, Canada",North America,2025-08-01,49.25,237.0,288.114,99065.84,286.20728,0.011264801,-0.5339174,-1.714169e-05,1.9550323e-05,6.175041e-05,0.0,0.0,288.04932,2
1678,"London, United Kingdom",Europe,2025-08-01,51.5,0.0,294.5437,100979.84,285.69946,0.91653824,1.1921568,-0.00020762323,4.172325e-06,4.4345856e-05,0.0,0.0,294.35205,3
1679,"Moscow, Russia",Europe,2025-08-01,55.75,37.5,293.48315,99292.84,285.65063,-0.47115707,2.3005552,-0.00027975976,4.7683716e-06,0.00017428398,0.0,0.0,292.87354,2
1680,"Amundsen-Scott, Antarctica",Antarctica,2025-09-01,-90.0,0.0,222.42677,68070.84,218.71898,0.8967657,4.233638,5.8463775e-07,0.0,1.2397766e-05,1.2502074e-05,10.0,224.24379,1
1681,"McMurdo Station, Antarctica",Antarctica,2025-09-01,-77.75,166.75,252.01857,96914.84,246.89476,-0.8654413,-1.5534716,-9.414041e-06,0.0,2.026558e-05,2.0295382e-05,4.0214233,250.39613,0
1682,"Melbourne, Australia",Oceania,2025-09-01,-37.75,145.0,284.79004,100685.84,280.14282,-1.8263788,1.2189894,-2.7265633e-05,2.3841858e-07,1.7166138e-05,0.0,0.0,285.08362,4
1683,"Buenos Aires, Argentina",South America,2025-09-01,-34.5,301.5,286.54395,101862.84,283.0276,-0.5329218,-0.6223192,-0.00012156018,7.1525574e-07,0.000113487244,0.0,0.0,288.05237,0
1684,"Cape Town, South Africa",Africa,2025-09-01,-34.0,18.5,290.2119,101572.84,284.88892,3.2370977,-0.35083485,-0.00014797994,3.5762787e-07,5.364418e-06,0.0,0.0,289.73987,1
1685,"Sydney, Australia",Oceania,2025-09-01,-33.75,151.25,290.14355,101320.84,283.95532,-1.9513788,1.560298,-0.00013443478,5.9604645e-07,0.00015294552,0.0,0.0,290.92932,0
1686,"Perth, Australia",Oceania,2025-09-01,-32.0,115.75,288.28613,101791.84,283.99243,2.3791876,1.2717237,-8.140155e-05,1.168251e-05,4.9591064e-05,0.0,0.0,289.15393,1
1687,"Sao Paulo, Brazil",South America,2025-09-01,-23.5,313.25,292.3369,93097.84,286.0354,-0.5480585,-1.9270067,-0.000119816745,3.5762787e-06,8.702278e-06,0.0,0.0,291.8141,4
1688,"Rio de Janeiro, Brazil",South America,2025-09-01,-23.0,316.75,296.1123,101823.84,289.8069,-0.7389765,-1.3981981,-0.00012476393,4.7683716e-07,4.863739e-05,0.0,0.0,296.5387,3
1689,"Lima, Peru",South America,2025-09-01,-12.0,283.0,289.2588,96763.84,285.61157,2.2327032,0.043208122,-1.7311657e-05,5.9604645e-07,2.18153e-05,0.0,0.0,290.82776,4
